tam,tiempo,agentes,votos
0,7.3714e-05,20,400
0,6.9909e-05,20,399
0,6.9595e-05,20,398
0,6.9573e-05,20,397
0,6.9311e-05,20,396
0,6.9625e-05,20,395
0,6.9288e-05,20,394
0,6.9548e-05,20,393
0,6.9569e-05,20,392
0,6.9343e-05,20,391
0,6.9594e-05,20,390
0,6.9315e-05,20,389
0,6.908e-05,20,388
0,6.955e-05,20,387
0,6.9525e-05,20,386
0,6.9764e-05,20,385
0,6.9278e-05,20,384
0,7.6891e-05,20,383
0,6.9368e-05,20,382
0,6.9362e-05,20,381
0,6.9598e-05,20,380
0,6.9622e-05,20,379
0,6.9559e-05,20,378
0,6.9463e-05,20,377
0,6.9362e-05,20,376
0,6.9359e-05,20,375
0,6.9333e-05,20,374
0,6.966e-05,20,373
0,6.9479e-05,20,372
0,6.9802e-05,20,371
0,6.955e-05,20,370
0,6.9796e-05,20,369
0,6.9538e-05,20,368
0,6.9457e-05,20,367
0,6.9431e-05,20,366
0,6.9704e-05,20,365
0,6.9365e-05,20,364
0,6.9565e-05,20,363
0,6.9536e-05,20,362
0,6.9722e-05,20,361
0,6.9708e-05,20,360
0,6.9455e-05,20,359
0,6.9322e-05,20,358
0,6.9661e-05,20,357
0,6.945e-05,20,356
0,6.9451e-05,20,355
0,7.0263e-05,20,354
0,6.9691e-05,20,353
0,6.9317e-05,20,352
0,6.9628e-05,20,351
0,6.9867e-05,20,350
0,7.6292e-05,20,349
0,8.7698e-05,20,348
0,8.3116e-05,20,347
0,6.9658e-05,20,346
0,6.9615e-05,20,345
0,6.9403e-05,20,344
0,6.9693e-05,20,343
0,6.922e-05,20,342
0,7.65e-05,20,341
0,6.9521e-05,20,340
0,6.9471e-05,20,339
0,6.9227e-05,20,338
0,6.9313e-05,20,337
0,6.9533e-05,20,336
0,6.9563e-05,20,335
0,6.9697e-05,20,334
0,6.9687e-05,20,333
0,8.3531e-05,20,332
0,6.9291e-05,20,331
0,6.9686e-05,20,330
0,6.9458e-05,20,329
0,6.9654e-05,20,328
0,7.3222e-05,20,327
0,0.000104656,20,326
0,6.9703e-05,20,325
0,6.9352e-05,20,324
0,6.9478e-05,20,323
0,6.9689e-05,20,322
0,6.9783e-05,20,321
0,6.973e-05,20,320
0,8.3821e-05,20,319
0,6.9596e-05,20,318
0,7.6775e-05,20,317
0,8.048e-05,20,316
0,6.9683e-05,20,315
0,7.3114e-05,20,314
0,7.671e-05,20,313
0,6.9354e-05,20,312
0,6.9599e-05,20,311
0,6.9158e-05,20,310
0,6.9413e-05,20,309
0,6.9511e-05,20,308
0,6.9485e-05,20,307
0,6.9484e-05,20,306
0,6.9903e-05,20,305
0,0.00011903,20,304
0,7.6828e-05,20,303
0,7.6543e-05,20,302
0,6.9301e-05,20,301
0,6.9345e-05,20,300
0,7.6533e-05,20,299
0,6.9264e-05,20,298
0,8.7471e-05,20,297
