tam,tiempo,agentes,votos
0,7.4184e-05,20,400
0,6.9722e-05,20,399
0,8.4228e-05,20,398
0,7.2972e-05,20,397
0,8.1886e-05,20,396
0,6.9562e-05,20,395
0,8.7226e-05,20,394
0,6.9619e-05,20,393
0,6.9627e-05,20,392
0,6.9438e-05,20,391
0,6.9563e-05,20,390
0,6.9512e-05,20,389
0,6.9505e-05,20,388
0,6.9421e-05,20,387
0,6.9721e-05,20,386
0,6.9423e-05,20,385
0,8.5294e-05,20,384
0,8.231e-05,20,383
0,6.9349e-05,20,382
0,6.9517e-05,20,381
0,6.9653e-05,20,380
0,6.9658e-05,20,379
0,8.0054e-05,20,378
0,6.9385e-05,20,377
0,6.9504e-05,20,376
0,6.9654e-05,20,375
0,6.9189e-05,20,374
0,8.4474e-05,20,373
0,8.299e-05,20,372
0,6.9548e-05,20,371
0,6.9697e-05,20,370
0,6.9507e-05,20,369
0,6.9472e-05,20,368
0,6.9415e-05,20,367
0,6.9392e-05,20,366
0,9.0572e-05,20,365
0,6.9304e-05,20,364
0,6.9641e-05,20,363
0,9.8669e-05,20,362
0,8.2904e-05,20,361
0,6.9295e-05,20,360
0,6.9481e-05,20,359
0,6.9322e-05,20,358
0,7.3453e-05,20,357
0,6.9401e-05,20,356
0,8.9627e-05,20,355
0,0.000117076,20,354
0,6.959e-05,20,353
0,6.9766e-05,20,352
0,8.6825e-05,20,351
0,8.3315e-05,20,350
0,6.9588e-05,20,349
0,6.9695e-05,20,348
0,6.9331e-05,20,347
0,6.9497e-05,20,346
0,6.9512e-05,20,345
0,6.9652e-05,20,344
0,6.9515e-05,20,343
0,6.9372e-05,20,342
0,6.9726e-05,20,341
0,6.9691e-05,20,340
0,6.9781e-05,20,339
0,7.3552e-05,20,338
0,9.8576e-05,20,337
0,6.9527e-05,20,336
0,6.9386e-05,20,335
0,6.9628e-05,20,334
0,8.6974e-05,20,333
0,0.000100753,20,332
0,6.9426e-05,20,331
0,8.0155e-05,20,330
0,9.7982e-05,20,329
0,7.3351e-05,20,328
0,6.9575e-05,20,327
0,9.7675e-05,20,326
0,6.9302e-05,20,325
0,6.9674e-05,20,324
0,6.9899e-05,20,323
0,6.936e-05,20,322
0,6.9737e-05,20,321
0,9.4344e-05,20,320
0,6.9412e-05,20,319
0,6.9705e-05,20,318
0,7.3211e-05,20,317
0,8.5949e-05,20,316
0,8.3866e-05,20,315
0,6.9551e-05,20,314
0,6.9621e-05,20,313
0,7.3178e-05,20,312
0,8.0001e-05,20,311
0,6.9446e-05,20,310
0,6.9624e-05,20,309
0,6.9624e-05,20,308
0,6.9556e-05,20,307
0,8.3807e-05,20,306
0,6.957e-05,20,305
0,0.000104089,20,304
0,7.3365e-05,20,303
0,9.8424e-05,20,302
0,6.9262e-05,20,301
0,0.000100931,20,300
0,6.9733e-05,20,299
0,7.2982e-05,20,298
0,7.3149e-05,20,297
0,6.9798e-05,20,296
0,6.9432e-05,20,295
0,9.8183e-05,20,294
0,8.9442e-05,20,293
0,9.5115e-05,20,292
0,6.9636e-05,20,291
0,9.0711e-05,20,290
0,8.0282e-05,20,289
0,6.9752e-05,20,288
0,9.7709e-05,20,287
0,6.9313e-05,20,286
0,8.002e-05,20,285
0,8.3677e-05,20,284
0,0.000102075,20,283
0,6.9445e-05,20,282
0,8.375e-05,20,281
0,7.3196e-05,20,280
0,7.33e-05,20,279
0,9.0878e-05,20,278
0,8.0212e-05,20,277
0,8.74e-05,20,276
0,6.9451e-05,20,275
0,6.9755e-05,20,274
0,9.0463e-05,20,273
0,6.9484e-05,20,272
0,9.5251e-05,20,271
0,0.000171417,20,270
0,6.9677e-05,20,269
0,7.6711e-05,20,268
0,0.000101026,20,267
0,6.9604e-05,20,266
0,6.9459e-05,20,265
0,9.4107e-05,20,264
0,8.0499e-05,20,263
0,0.00015745,20,262
0,8.7034e-05,20,261
0,9.7282e-05,20,260
0,0.000178399,20,259
