tam,tiempo,agentes,votos
1,3.624e-06,1,0
2,3.779e-06,2,0
3,8.085e-06,3,0
4,1.8729e-05,4,0
5,4.3869e-05,5,0
6,0.000100718,6,0
7,0.000230546,7,0
8,0.000523052,8,0
9,0.00119219,9,0
10,0.00263017,10,0
11,0.0063602,11,0
12,0.0125553,12,0
13,0.0282824,13,0
14,0.0612261,14,0
15,0.129926,15,0
16,0.285924,16,0
17,0.593087,17,0
18,1.25653,18,0
19,2.69402,19,0
20,5.61853,20,0
