tam,tiempo,agentes,votos
1,3.254e-06,1,0
2,3.861e-06,2,0
3,8.009e-06,3,0
4,1.8836e-05,4,0
5,4.3634e-05,5,0
6,0.000101359,6,0
7,0.000230693,7,0
8,0.000521975,8,0
9,0.00120074,9,0
10,0.00262375,10,0
11,0.0056787,11,0
12,0.012215,12,0
13,0.0270621,13,0
14,0.058854,14,0
15,0.125742,15,0
16,0.270783,16,0
17,0.584126,17,0
18,1.24519,18,0
19,2.64232,19,0
20,5.61008,20,0
