tam,tiempo,agentes,votos
0,7.3908e-05,20,400
0,8.5791e-05,20,399
0,8.4578e-05,20,398
0,6.9758e-05,20,397
0,6.9464e-05,20,396
0,6.9365e-05,20,395
0,7.3834e-05,20,394
0,6.8977e-05,20,393
0,6.912e-05,20,392
0,6.9338e-05,20,391
0,6.8948e-05,20,390
0,6.9195e-05,20,389
0,6.9401e-05,20,388
0,6.9132e-05,20,387
0,6.9129e-05,20,386
0,8.5557e-05,20,385
0,6.9377e-05,20,384
0,6.894e-05,20,383
0,6.9129e-05,20,382
0,6.8995e-05,20,381
0,6.9365e-05,20,380
0,6.9109e-05,20,379
0,7.3125e-05,20,378
0,6.9195e-05,20,377
0,8.555e-05,20,376
0,7.2646e-05,20,375
0,8.2352e-05,20,374
0,6.9031e-05,20,373
0,6.9365e-05,20,372
0,6.9152e-05,20,371
0,6.9176e-05,20,370
0,6.9231e-05,20,369
0,6.9148e-05,20,368
0,9.8635e-05,20,367
0,6.9061e-05,20,366
0,7.3283e-05,20,365
0,6.9383e-05,20,364
0,6.9215e-05,20,363
0,7.3254e-05,20,362
0,6.9027e-05,20,361
0,6.9343e-05,20,360
0,6.891e-05,20,359
0,6.9276e-05,20,358
0,7.3563e-05,20,357
0,6.9197e-05,20,356
0,6.8849e-05,20,355
0,8.7233e-05,20,354
0,8.3777e-05,20,353
0,6.9331e-05,20,352
0,9.0571e-05,20,351
0,8.2436e-05,20,350
0,6.918e-05,20,349
0,6.911e-05,20,348
0,6.9174e-05,20,347
0,6.9258e-05,20,346
0,8.5163e-05,20,345
0,8.1678e-05,20,344
0,6.9185e-05,20,343
0,6.9153e-05,20,342
0,6.9352e-05,20,341
0,6.9414e-05,20,340
0,6.9132e-05,20,339
0,7.3248e-05,20,338
0,6.9284e-05,20,337
0,6.9215e-05,20,336
0,6.903e-05,20,335
0,6.8958e-05,20,334
0,7.3377e-05,20,333
0,7.3104e-05,20,332
0,9.8268e-05,20,331
0,8.3887e-05,20,330
0,6.9187e-05,20,329
0,7.6588e-05,20,328
0,6.9056e-05,20,327
0,7.6852e-05,20,326
0,6.9295e-05,20,325
0,6.8956e-05,20,324
0,6.9199e-05,20,323
0,6.9101e-05,20,322
0,6.9276e-05,20,321
0,7.713e-05,20,320
0,6.9144e-05,20,319
0,8.4148e-05,20,318
0,8.7751e-05,20,317
0,6.8825e-05,20,316
0,6.9106e-05,20,315
