tam,tiempo,agentes,votos
0,7.699e-05,20,400
0,7.3157e-05,20,399
0,7.3059e-05,20,398
0,7.2884e-05,20,397
0,7.2873e-05,20,396
0,7.2802e-05,20,395
0,9.1479e-05,20,394
0,7.2408e-05,20,393
0,7.2789e-05,20,392
0,7.2992e-05,20,391
0,7.2562e-05,20,390
0,7.2797e-05,20,389
0,7.2729e-05,20,388
0,7.2458e-05,20,387
0,7.2962e-05,20,386
0,7.2516e-05,20,385
0,7.2747e-05,20,384
0,7.2615e-05,20,383
0,7.2775e-05,20,382
0,7.2516e-05,20,381
0,7.2777e-05,20,380
0,7.2963e-05,20,379
0,8.4022e-05,20,378
0,9.9246e-05,20,377
0,8.5273e-05,20,376
0,6.9158e-05,20,375
0,6.9405e-05,20,374
0,6.8978e-05,20,373
0,6.9195e-05,20,372
0,6.9509e-05,20,371
0,6.9502e-05,20,370
0,6.9692e-05,20,369
0,7.1812e-05,20,368
0,9.1418e-05,20,367
0,7.326e-05,20,366
0,0.000103759,20,365
0,6.9377e-05,20,364
0,6.9278e-05,20,363
0,8.3622e-05,20,362
0,6.9497e-05,20,361
0,6.9293e-05,20,360
0,6.9706e-05,20,359
0,6.946e-05,20,358
0,7.3077e-05,20,357
0,6.9336e-05,20,356
0,6.9381e-05,20,355
0,0.000104696,20,354
0,8.5184e-05,20,353
0,7.3009e-05,20,352
0,8.3446e-05,20,351
0,6.9204e-05,20,350
0,6.979e-05,20,349
0,6.9017e-05,20,348
0,6.9149e-05,20,347
0,6.9485e-05,20,346
0,6.9332e-05,20,345
0,9.7791e-05,20,344
0,6.9274e-05,20,343
0,6.9338e-05,20,342
0,8.3955e-05,20,341
0,8.8592e-05,20,340
0,9.7024e-05,20,339
0,8.4744e-05,20,338
0,7.3271e-05,20,337
0,7.2975e-05,20,336
0,7.2729e-05,20,335
0,7.29e-05,20,334
0,9.1478e-05,20,333
0,0.00010631,20,332
0,7.3125e-05,20,331
0,8.4613e-05,20,330
0,7.2965e-05,20,329
0,7.668e-05,20,328
0,7.3136e-05,20,327
0,0.000102558,20,326
0,7.2726e-05,20,325
0,7.2872e-05,20,324
0,7.3553e-05,20,323
0,7.2934e-05,20,322
0,7.2959e-05,20,321
0,9.9599e-05,20,320
0,8.9501e-05,20,319
0,9.6605e-05,20,318
0,8.3497e-05,20,317
0,8.3897e-05,20,316
0,6.9482e-05,20,315
0,6.9485e-05,20,314
0,6.9423e-05,20,313
0,7.3188e-05,20,312
0,8.0562e-05,20,311
0,6.9407e-05,20,310
0,6.9665e-05,20,309
0,8.4457e-05,20,308
0,8.3737e-05,20,307
0,8.3781e-05,20,306
0,6.9781e-05,20,305
0,8.0356e-05,20,304
0,6.9499e-05,20,303
0,8.369e-05,20,302
0,6.9439e-05,20,301
0,0.000101404,20,300
0,6.9611e-05,20,299
0,7.346e-05,20,298
0,7.3078e-05,20,297
0,6.9505e-05,20,296
0,8.4734e-05,20,295
0,0.000114316,20,294
0,7.3567e-05,20,293
0,9.0498e-05,20,292
0,6.9826e-05,20,291
0,9.0697e-05,20,290
0,8.0376e-05,20,289
0,6.9492e-05,20,288
0,0.000126194,20,287
0,6.9472e-05,20,286
0,8.0339e-05,20,285
0,8.4083e-05,20,284
0,7.3423e-05,20,283
0,6.9647e-05,20,282
0,8.4299e-05,20,281
0,7.3461e-05,20,280
0,9.0812e-05,20,279
0,0.000105161,20,278
0,8.0009e-05,20,277
0,8.7519e-05,20,276
0,6.9666e-05,20,275
0,6.9612e-05,20,274
0,9.0737e-05,20,273
0,6.9586e-05,20,272
0,7.9927e-05,20,271
0,0.000191907,20,270
0,6.9485e-05,20,269
0,9.367e-05,20,268
0,0.00010601,20,267
0,7.2924e-05,20,266
0,7.3036e-05,20,265
0,0.000107497,20,264
0,8.0671e-05,20,263
0,0.00012934,20,262
0,8.7295e-05,20,261
0,9.7451e-05,20,260
0,0.000176066,20,259
0,8.3584e-05,20,258
