tam,tiempo,agentes,votos
0,7.3008e-05,20,400
0,6.9612e-05,20,399
0,6.9483e-05,20,398
0,6.9428e-05,20,397
0,6.9526e-05,20,396
0,6.9498e-05,20,395
0,6.9209e-05,20,394
0,6.9474e-05,20,393
0,6.9286e-05,20,392
0,6.9279e-05,20,391
0,6.9458e-05,20,390
0,6.9813e-05,20,389
0,6.9416e-05,20,388
0,6.9417e-05,20,387
0,8.0416e-05,20,386
0,6.9104e-05,20,385
0,6.9448e-05,20,384
0,8.858e-05,20,383
0,9.0325e-05,20,382
0,6.9489e-05,20,381
0,6.9459e-05,20,380
0,6.94e-05,20,379
0,7.296e-05,20,378
0,6.9323e-05,20,377
0,6.9148e-05,20,376
0,6.9436e-05,20,375
0,6.9403e-05,20,374
0,6.9377e-05,20,373
0,6.932e-05,20,372
0,6.924e-05,20,371
0,6.9721e-05,20,370
0,6.9838e-05,20,369
0,6.9297e-05,20,368
0,6.9058e-05,20,367
0,6.9109e-05,20,366
0,6.9412e-05,20,365
0,6.9233e-05,20,364
0,6.9262e-05,20,363
0,6.9409e-05,20,362
0,6.9483e-05,20,361
0,6.9496e-05,20,360
0,7.2828e-05,20,359
0,6.9468e-05,20,358
0,6.9139e-05,20,357
0,6.9326e-05,20,356
0,6.9293e-05,20,355
0,6.919e-05,20,354
0,0.000107963,20,353
0,6.9377e-05,20,352
0,6.9315e-05,20,351
0,6.9436e-05,20,350
0,6.943e-05,20,349
0,6.9186e-05,20,348
0,6.925e-05,20,347
0,6.9298e-05,20,346
0,6.9384e-05,20,345
0,6.9371e-05,20,344
0,6.9246e-05,20,343
0,6.933e-05,20,342
0,7.3878e-05,20,341
0,7.6608e-05,20,340
0,6.9432e-05,20,339
0,6.9256e-05,20,338
0,9.9991e-05,20,337
0,6.93e-05,20,336
0,6.9348e-05,20,335
0,6.9466e-05,20,334
0,6.9364e-05,20,333
0,7.6934e-05,20,332
0,6.9506e-05,20,331
0,9.0398e-05,20,330
0,0.000101113,20,329
0,6.9121e-05,20,328
0,6.9502e-05,20,327
0,6.9141e-05,20,326
0,9.7423e-05,20,325
0,6.9545e-05,20,324
0,6.9468e-05,20,323
0,6.9229e-05,20,322
0,8.7193e-05,20,321
0,6.9227e-05,20,320
0,6.9387e-05,20,319
0,7.2857e-05,20,318
0,7.2946e-05,20,317
0,7.3184e-05,20,316
0,6.9206e-05,20,315
0,7.6352e-05,20,314
0,6.9511e-05,20,313
0,6.94e-05,20,312
0,6.9388e-05,20,311
0,7.6708e-05,20,310
0,6.9228e-05,20,309
0,7.6558e-05,20,308
0,6.9553e-05,20,307
0,6.9699e-05,20,306
0,9.6851e-05,20,305
0,8.3926e-05,20,304
0,6.9419e-05,20,303
0,7.3194e-05,20,302
0,7.6521e-05,20,301
0,6.9583e-05,20,300
0,6.949e-05,20,299
0,6.952e-05,20,298
0,7.3259e-05,20,297
0,6.9555e-05,20,296
0,6.9521e-05,20,295
0,0.000104221,20,294
0,6.966e-05,20,293
0,6.9202e-05,20,292
0,0.000104794,20,291
0,6.9336e-05,20,290
0,6.9476e-05,20,289
0,6.9341e-05,20,288
0,0.000149719,20,287
0,7.2941e-05,20,286
0,6.9429e-05,20,285
0,9.4293e-05,20,284
0,8.363e-05,20,283
0,0.000101014,20,282
0,9.0249e-05,20,281
0,0.000116967,20,280
0,0.00014173,20,279
0,8.7074e-05,20,278
0,7.3191e-05,20,277
0,9.3475e-05,20,276
0,7.3108e-05,20,275
0,8.9265e-05,20,274
0,8.7183e-05,20,273
0,6.9294e-05,20,272
0,8.0574e-05,20,271
0,8.3477e-05,20,270
0,7.998e-05,20,269
0,8.3689e-05,20,268
0,6.9471e-05,20,267
0,8.6712e-05,20,266
0,8.7076e-05,20,265
0,8.3355e-05,20,264
0,7.985e-05,20,263
0,0.000129538,20,262
0,0.000101111,20,261
0,0.00010817,20,260
0,8.4045e-05,20,259
0,0.00010493,20,258
0,7.6581e-05,20,257
0,9.0706e-05,20,256
0,7.3043e-05,20,255
0,0.000115455,20,254
0,9.7713e-05,20,253
0,0.000107625,20,252
0,7.3075e-05,20,251
0,9.4296e-05,20,250
0,8.3821e-05,20,249
0,9.7819e-05,20,248
0,7.2964e-05,20,247
0,9.7741e-05,20,246
0,9.0524e-05,20,245
0,0.000143015,20,244
0,0.00016401,20,243
0,0.000101323,20,242
0,9.4382e-05,20,241
0,6.943e-05,20,240
0,0.000171128,20,239
0,0.000114897,20,238
0,9.0605e-05,20,237
0,6.9487e-05,20,236
0,6.9806e-05,20,235
0,9.76e-05,20,234
0,0.000114921,20,233
0,0.000133266,20,232
0,8.3791e-05,20,231
0,0.000119132,20,230
0,7.66e-05,20,229
0,0.00011862,20,228
0,8.7067e-05,20,227
0,0.000114754,20,226
0,0.000101407,20,225
0,0.000198315,20,224
0,8.0166e-05,20,223
0,0.000108349,20,222
0,8.7027e-05,20,221
0,0.00019224,20,220
0,0.000119329,20,219
0,0.000113682,20,218
0,0.000132576,20,217
0,0.000265541,20,216
0,0.000104801,20,215
0,9.0541e-05,20,214
0,0.000116107,20,213
0,0.000122044,20,212
0,0.000234843,20,211
0,0.0001783,20,210
0,0.00013846,20,209
0,0.000165548,20,208
0,0.000143656,20,207
0,0.000107767,20,206
1,0.000209313,20,205
0,0.000136102,20,204
0,0.000104955,20,203
0,0.000109308,20,202
0,0.00011828,20,201
0,0.000125745,20,200
0,9.1017e-05,20,199
0,0.000168525,20,198
0,0.000253765,20,197
1,0.000261918,20,196
1,0.000210846,20,195
0,0.000160217,20,194
0,0.000108204,20,193
0,9.4356e-05,20,192
0,7.3069e-05,20,191
0,0.000258212,20,190
0,0.00013204,20,189
0,0.000127077,20,188
0,0.000114799,20,187
0,0.000195089,20,186
0,0.000198413,20,185
0,0.000129101,20,184
0,0.000258674,20,183
1,0.000173959,20,182
0,0.000205628,20,181
0,0.000228826,20,180
0,0.000183353,20,179
0,0.00015806,20,178
0,0.000203376,20,177
0,0.000128876,20,176
0,0.000151329,20,175
0,0.000451312,20,174
0,0.000182364,20,173
0,0.000188324,20,172
0,0.000298041,20,171
0,0.000136417,20,170
0,0.000115609,20,169
0,0.000202398,20,168
0,0.00010843,20,167
0,0.000325185,20,166
0,0.000130131,20,165
0,0.000177818,20,164
0,0.000377323,20,163
0,0.000112191,20,162
0,0.00025877,20,161
0,0.000512775,20,160
0,0.000223014,20,159
1,0.000223636,20,158
0,8.0954e-05,20,157
0,0.000237548,20,156
0,0.000347346,20,155
0,0.000287814,20,154
0,0.000331752,20,153
0,0.000178462,20,152
0,0.000187265,20,151
0,0.000320787,20,150
0,0.000364577,20,149
0,0.000207509,20,148
0,0.000379731,20,147
0,0.000293642,20,146
0,0.000249002,20,145
0,0.000286703,20,144
0,0.000684007,20,143
0,0.00043612,20,142
0,0.000249413,20,141
0,0.000737243,20,140
0,0.000344782,20,139
1,0.000468192,20,138
1,0.000525641,20,137
0,0.000434,20,136
2,0.000482325,20,135
0,0.000377448,20,134
2,0.00045536,20,133
0,0.000379785,20,132
0,0.00044488,20,131
1,0.00020782,20,130
0,0.000637167,20,129
0,0.000641985,20,128
1,0.000727322,20,127
0,0.00063984,20,126
0,0.000859327,20,125
1,0.000646774,20,124
1,0.00029117,20,123
0,0.000948579,20,122
1,0.000812025,20,121
2,0.000805159,20,120
1,0.00106439,20,119
1,0.000902888,20,118
0,0.00162519,20,117
0,0.000638254,20,116
0,0.000611944,20,115
0,0.000389605,20,114
0,0.0010778,20,113
0,0.000261295,20,112
1,0.000659676,20,111
2,0.000506266,20,110
1,0.000574495,20,109
1,0.000685447,20,108
1,0.00208863,20,107
4,0.000717889,20,106
3,0.000565108,20,105
1,0.00192199,20,104
2,0.00181435,20,103
1,0.00179205,20,102
2,0.00206697,20,101
2,0.00170283,20,100
0,0.00344126,20,99
2,0.00247777,20,98
1,0.00146749,20,97
3,0.00457613,20,96
3,0.00208432,20,95
1,0.000525079,20,94
0,0.00135197,20,93
1,0.00121547,20,92
0,0.000860906,20,91
1,0.00299702,20,90
1,0.00118693,20,89
0,0.000786736,20,88
1,0.00223093,20,87
3,0.00458644,20,86
2,0.000927802,20,85
1,0.0032221,20,84
3,0.000975207,20,83
3,0.00290161,20,82
2,0.00219662,20,81
2,0.00899929,20,80
2,0.00466412,20,79
2,0.00337287,20,78
1,0.00363045,20,77
3,0.00480093,20,76
5,0.00079883,20,75
1,0.00276945,20,74
1,0.00249766,20,73
5,0.00430219,20,72
2,0.0103261,20,71
5,0.00380431,20,70
7,0.00232992,20,69
6,0.00494805,20,68
2,0.00305714,20,67
3,0.0116685,20,66
3,0.00746322,20,65
3,0.0039026,20,64
7,0.00813419,20,63
5,0.00132655,20,62
6,0.00906879,20,61
